sample_id,mission_day,terrain_type,latitude,longitude,distance_to_rover_m,battery_remaining_pct,comm_delay_s,radiation_msv_h,temperature_c,spectral_ice_index,spectral_metal_index,image_confidence,storage_remaining_kg,sample_mass_g,slope_deg,scientific_value_score,priority_label
AST-0890,6,gelo_suspeito,0.78006,-88.28193,438.36,54.19,4.19,1.171,-85.0,0.652,0.113,0.967,3.43,120.8,2.67,65.82,Alta
AST-0891,13,cratera,31.40525,-128.71509,570.31,81.63,6.66,4.131,-86.05,0.234,0.141,0.904,2.89,164.1,7.76,37.31,Media
AST-0892,14,poeira_fina,-8.30847,58.7935,976.44,59.09,9.9,1.686,-6.53,0.4,0.09,0.739,5.5,202.0,2.79,18.07,Baixa
AST-0893,8,regolitho,26.30169,5.7094,805.38,74.53,8.39,1.742,-5.52,0.469,0.507,0.532,4.08,139.1,11.6,36.25,Media
AST-0894,9,regolitho,34.08612,8.34047,805.55,65.66,5.5,1.714,-58.07,0.278,0.727,0.655,5.17,25.0,5.84,41.46,Media
AST-0895,6,metalico,26.23956,152.8629,230.86,36.76,8.22,2.463,-50.12,0.16,0.746,0.86,2.41,208.1,7.5,39.26,Media
AST-0896,24,poeira_fina,-23.38938,43.22913,479.27,60.37,1.91,2.032,-85.46,0.479,0.495,0.779,6.47,167.0,13.87,51.06,Alta
AST-0897,7,cratera,22.37608,-68.01702,1604.12,39.76,5.99,3.053,-40.01,0.085,0.184,0.744,5.56,143.2,5.87,11.29,Baixa
AST-0898,28,regolitho,-32.74954,-35.97604,1474.34,60.05,5.74,2.184,-8.73,0.142,0.441,0.515,4.19,36.1,11.57,18.71,Baixa
AST-0899,17,regolitho,-7.46887,-131.9415,683.2,48.59,7.16,0.69,-100.82,0.226,0.278,0.789,4.95,128.6,16.94,23.63,Baixa
AST-0900,25,basalto,25.95134,-110.76695,1198.1,68.88,6.91,0.702,-45.01,0.085,0.394,0.671,5.34,96.8,17.54,26.54,Baixa
AST-0901,20,basalto,13.21265,-128.39397,918.15,37.84,6.84,1.516,-42.91,0.062,0.207,0.71,2.43,78.1,14.62,3.11,Baixa
AST-0902,8,regolitho,2.29183,111.70488,1284.54,62.26,7.03,1.435,-43.23,0.43,0.166,0.884,6.65,137.5,10.63,31.66,Media
AST-0903,19,regolitho,-7.84952,73.75445,1232.44,72.3,7.43,2.036,-12.0,0.507,0.259,0.677,4.98,115.5,6.63,32.49,Media
AST-0904,9,basalto,21.86079,10.92421,722.75,78.34,8.2,1.583,-0.99,0.338,0.375,0.687,3.31,119.1,10.42,35.51,Media
AST-0905,4,poeira_fina,14.66909,-45.22758,1052.42,48.24,7.58,2.038,-64.54,0.082,0.723,0.81,2.76,185.7,22.57,12.49,Baixa
AST-0906,8,gelo_suspeito,-2.21163,60.65794,959.21,62.32,6.56,0.895,-39.15,0.569,0.05,0.886,5.68,159.1,12.91,46.14,Alta
AST-0907,9,basalto,27.4739,112.64593,736.35,65.31,7.91,1.561,-55.64,0.428,0.24,0.746,4.6,117.7,10.25,30.0,Media
AST-0908,5,regolitho,-18.90364,137.24396,628.44,89.85,8.77,0.858,-75.7,0.404,0.619,0.951,4.98,110.8,14.95,52.63,Alta
AST-0909,1,regolitho,-23.07259,16.92584,2027.48,35.34,6.72,1.867,-50.42,0.531,0.184,0.649,4.34,120.0,11.35,14.81,Baixa
AST-0910,29,cratera,9.99626,115.15864,737.0,45.6,6.9,1.91,-39.2,0.547,0.566,0.63,2.9,131.4,17.01,40.68,Media
AST-0911,16,metalico,33.0396,4.07014,1150.24,100.0,9.88,1.834,-51.93,0.691,0.927,0.621,5.01,177.1,9.27,74.72,Alta
AST-0912,13,poeira_fina,-17.69204,-9.16917,1931.17,57.08,5.45,0.81,-82.67,0.212,0.263,0.608,4.02,87.7,8.1,8.24,Baixa
AST-0913,28,poeira_fina,-17.52307,131.55547,1051.26,27.96,11.22,1.32,-70.98,0.357,0.625,0.827,4.27,225.2,17.97,19.09,Baixa
AST-0914,7,poeira_fina,-25.23508,-40.90538,1020.3,51.51,4.28,2.346,-70.77,0.17,0.339,0.682,7.63,177.2,0.0,27.23,Baixa
AST-0915,13,poeira_fina,25.23945,-37.47144,740.02,12.16,6.27,1.737,-81.59,0.22,0.358,0.635,5.52,25.0,14.35,12.8,Baixa
AST-0916,26,poeira_fina,-19.15217,-70.23192,970.78,66.34,5.1,0.748,-49.22,0.327,0.326,0.832,5.6,149.7,7.66,39.44,Media
AST-0917,19,regolitho,0.2225,6.73262,590.74,76.58,11.74,1.159,-46.29,0.238,0.522,0.881,8.0,202.2,0.0,43.49,Alta
AST-0918,12,regolitho,34.36107,16.14601,2800.0,45.59,7.39,0.798,-30.57,0.178,0.472,0.906,4.84,166.4,4.18,3.52,Baixa
AST-0919,8,cratera,-34.15014,57.76601,235.79,53.53,5.57,1.516,-82.01,0.411,0.5,0.886,4.47,122.3,14.07,51.82,Alta
AST-0920,2,basalto,3.95403,-25.01917,657.05,78.63,6.15,1.654,-74.17,0.17,0.523,0.689,3.35,141.6,11.71,31.92,Media
AST-0921,3,regolitho,0.86023,-101.57857,1062.71,30.5,7.47,2.018,-14.47,0.474,0.501,0.82,3.67,154.8,16.18,26.9,Baixa
AST-0922,5,metalico,21.52132,132.06314,1020.91,38.21,6.51,1.912,-62.61,0.442,1.0,0.845,1.43,187.3,16.66,40.56,Media
AST-0923,24,basalto,-10.13029,-55.43969,589.99,57.89,6.63,2.057,-57.16,0.368,0.25,0.738,5.41,67.2,0.17,40.85,Media
AST-0924,20,basalto,-6.2761,152.25963,163.79,48.46,1.0,1.56,-62.9,0.258,0.2,0.808,2.53,111.7,13.64,39.86,Media
AST-0925,14,regolitho,-23.24434,-105.3528,271.84,56.71,6.82,1.387,-26.28,0.105,0.213,0.652,5.56,235.1,16.1,16.64,Baixa
AST-0926,24,regolitho,16.85707,21.62069,844.49,39.25,7.14,0.968,-25.19,0.302,0.428,0.721,4.24,146.8,12.53,20.1,Baixa
AST-0927,5,regolitho,19.92962,13.18143,118.77,65.86,8.87,1.287,-26.83,0.39,0.298,0.831,4.48,229.0,14.52,42.07,Media
AST-0928,7,poeira_fina,-25.43357,118.31323,1112.38,59.31,10.17,0.865,-57.26,0.174,0.319,0.956,4.24,309.2,0.0,21.38,Baixa
AST-0929,12,basalto,-7.458,-130.0135,1554.02,71.89,7.2,1.072,-82.43,0.415,0.379,0.917,6.24,117.9,4.07,40.49,Media
AST-0930,28,gelo_suspeito,27.50335,147.57738,1243.45,65.61,9.18,1.632,-4.09,1.0,0.519,0.863,5.99,79.1,20.56,72.45,Alta
AST-0931,19,cratera,-34.81049,11.31414,1405.15,65.72,5.08,2.287,-34.02,0.501,0.326,0.799,4.26,130.4,15.86,29.02,Media
AST-0932,26,cratera,-14.08687,30.99938,123.81,35.97,8.28,7.112,-70.79,0.8,0.337,0.782,3.04,205.4,34.42,30.0,Media
AST-0933,8,cratera,3.85296,3.65987,607.31,70.87,5.67,1.8,-18.13,0.274,0.314,0.631,5.59,213.1,6.74,32.52,Media
AST-0934,26,metalico,-11.61343,-167.03103,333.48,56.04,4.13,1.482,-73.0,0.36,0.424,0.698,2.94,270.0,21.95,47.32,Alta
AST-0935,3,metalico,-15.95684,-1.04736,191.79,59.0,6.23,0.826,-18.5,0.284,0.448,0.702,2.12,143.0,6.73,53.66,Alta
AST-0936,7,regolitho,-2.79738,-85.12212,517.37,80.87,9.95,1.317,-16.61,0.132,0.589,0.853,5.0,171.8,17.04,30.92,Media
AST-0937,16,poeira_fina,-22.29338,-56.63226,1901.4,49.05,8.26,1.342,-83.8,0.246,0.082,0.894,6.01,105.9,8.93,1.97,Baixa
AST-0938,2,regolitho,2.07377,53.67658,2232.2,86.32,11.39,2.294,-41.71,0.043,0.248,0.871,3.73,25.0,11.81,4.25,Baixa
AST-0939,26,poeira_fina,14.46871,-0.82903,370.41,88.0,5.12,1.281,-36.1,0.533,0.742,0.92,4.87,142.8,15.17,64.78,Alta
AST-0940,27,regolitho,5.27065,-146.44144,774.05,75.55,9.36,1.439,15.22,0.216,0.357,0.798,3.72,81.5,6.71,27.54,Baixa
AST-0941,17,regolitho,-28.48235,-153.70514,961.59,44.35,5.75,1.292,-78.78,0.361,0.521,0.682,5.31,180.4,16.61,27.09,Baixa
AST-0942,10,metalico,24.1086,-113.16323,610.54,22.65,7.43,0.835,-17.89,0.163,0.436,0.785,5.83,41.5,9.14,38.73,Media
AST-0943,3,regolitho,-22.75155,-111.28135,1625.1,81.42,8.14,1.169,-57.51,0.344,0.531,0.71,3.93,104.3,12.25,29.13,Media
AST-0944,19,cratera,18.53684,38.98827,523.39,64.0,8.33,2.145,-92.76,0.318,0.138,0.862,2.86,159.7,5.23,23.43,Baixa
AST-0945,17,cratera,-9.76044,-115.98679,458.92,48.59,7.38,1.794,-61.36,0.382,0.658,0.751,2.26,165.5,14.94,46.75,Alta
AST-0946,23,regolitho,19.79329,137.41899,386.72,83.12,5.15,2.017,-57.93,0.142,0.303,0.779,5.6,142.4,19.84,37.75,Media
AST-0947,19,gelo_suspeito,-20.5609,-104.48616,607.39,46.49,8.87,1.411,-87.65,0.562,0.613,0.866,2.71,247.7,15.86,58.45,Alta
AST-0948,4,poeira_fina,-21.93365,-147.19268,43.8,54.37,10.34,1.4,-49.26,0.477,0.175,0.708,4.82,231.3,17.21,27.98,Media
AST-0949,4,poeira_fina,-0.20819,135.26857,628.82,71.45,5.66,0.723,-31.18,0.141,0.431,0.896,5.39,107.4,11.37,42.47,Media
AST-0950,24,cratera,-32.69448,-73.68207,807.49,41.96,3.04,2.577,-51.33,0.35,0.531,0.642,3.6,233.5,26.85,26.47,Baixa
AST-0951,5,basalto,-19.22919,-26.84785,843.13,60.03,8.2,1.147,-73.17,0.519,0.33,0.824,4.07,241.9,13.02,32.29,Media
AST-0952,29,regolitho,15.68086,165.2495,316.66,81.6,6.0,2.195,-62.16,0.56,0.577,0.78,5.7,138.2,6.38,59.04,Alta
AST-0953,4,regolitho,23.61684,159.97292,832.04,65.8,6.81,2.836,-58.13,0.355,0.176,0.881,3.17,147.5,16.99,21.76,Baixa
AST-0954,22,regolitho,-29.34502,77.37008,820.13,84.45,8.31,1.441,-51.91,0.193,0.341,0.639,3.03,142.2,17.46,18.63,Baixa
AST-0955,30,poeira_fina,26.74544,-155.18198,832.75,82.4,6.09,0.99,-26.92,0.552,0.255,0.622,3.97,109.5,15.41,33.04,Media
AST-0956,14,poeira_fina,20.8262,33.60245,1259.14,62.14,6.81,1.557,-50.39,0.241,0.272,0.873,6.09,115.0,8.18,23.72,Baixa
AST-0957,2,metalico,25.8779,176.06806,305.49,19.94,6.5,1.835,-97.28,0.016,0.597,0.747,6.56,217.6,12.97,33.79,Media
AST-0958,27,basalto,13.89,160.88984,615.91,42.1,10.17,1.361,-73.74,0.385,0.504,0.78,4.16,169.1,20.75,32.23,Media
AST-0959,6,basalto,12.19071,-141.8391,152.99,75.74,6.68,1.217,-53.35,0.402,0.409,0.717,3.3,114.5,14.34,46.56,Alta
AST-0960,16,basalto,1.75653,-37.45177,1184.03,34.1,4.63,2.021,-26.52,0.6,0.283,0.89,5.79,94.1,0.66,37.35,Media
AST-0961,30,basalto,10.69511,-66.40677,347.5,56.12,4.12,1.962,-21.66,0.145,0.525,0.823,1.96,103.3,6.6,39.91,Media
AST-0962,23,cratera,29.33768,-133.29788,1386.42,68.09,7.8,2.08,-8.31,0.3,0.711,0.816,4.65,136.0,9.12,47.85,Alta
AST-0963,2,regolitho,-27.96346,70.12739,1417.93,88.45,5.03,0.745,-54.34,0.656,0.348,0.661,4.24,195.2,5.72,48.02,Alta
AST-0964,25,regolitho,-12.89649,-81.41459,660.73,51.65,3.53,1.926,-36.63,0.099,0.131,0.845,6.11,97.7,0.0,31.02,Media
AST-0965,5,poeira_fina,-29.92815,-55.84831,635.86,50.42,8.35,1.11,-98.72,0.243,0.257,0.681,6.25,194.6,24.23,12.26,Baixa
AST-0966,23,basalto,31.13636,-147.4708,217.14,61.06,8.16,1.727,-45.96,0.416,0.599,0.718,2.98,155.8,4.87,50.03,Alta
AST-0967,19,poeira_fina,-3.83142,-0.73168,756.56,68.32,6.23,1.679,-88.11,0.532,0.068,0.64,4.53,152.9,5.37,27.42,Baixa
AST-0968,9,regolitho,12.27411,-123.05957,1252.02,59.22,8.04,0.67,-59.75,0.328,0.19,0.773,3.5,201.4,0.0,20.56,Baixa
AST-0969,13,basalto,23.8784,-24.44745,904.98,80.89,7.56,1.627,26.84,0.338,0.506,0.907,3.89,191.4,17.07,38.36,Media
AST-0970,4,regolitho,34.37002,-128.3968,1750.31,47.62,9.08,1.977,-49.5,0.347,0.617,0.815,5.16,67.8,10.36,27.54,Baixa
AST-0971,30,regolitho,-23.67523,163.38596,563.95,64.16,8.23,2.089,-82.19,0.665,0.319,0.741,3.83,85.4,8.54,39.73,Media
AST-0972,8,regolitho,20.96588,-127.80629,563.4,70.01,1.17,1.653,-46.58,0.34,0.524,0.802,4.57,132.4,8.91,45.82,Alta
AST-0973,10,regolitho,27.1196,7.87938,367.35,54.8,6.23,0.644,-72.48,0.582,0.408,0.801,5.64,164.6,15.11,51.06,Alta
AST-0974,16,poeira_fina,-31.57872,-109.08726,2493.2,77.11,9.42,2.786,-84.9,0.313,0.317,0.797,6.42,220.1,7.64,11.09,Baixa
AST-0975,21,cratera,17.78634,-152.50975,215.26,64.68,5.75,2.323,0.89,0.367,0.589,0.81,4.7,148.6,6.1,55.47,Alta
AST-0976,16,basalto,-10.16923,-107.1689,1193.72,76.2,7.43,0.913,-28.13,0.116,0.185,0.676,4.46,238.7,1.96,23.98,Baixa
AST-0977,16,basalto,10.40178,-160.28132,1268.9,65.49,9.06,1.1,-48.32,0.342,0.115,0.802,2.75,106.1,1.6,21.87,Baixa
AST-0978,18,cratera,0.98337,-129.81694,1233.87,68.78,7.56,2.12,-68.97,0.568,0.246,0.597,6.52,115.4,16.66,37.84,Media
AST-0979,26,basalto,-16.81804,-2.3457,392.95,50.62,10.1,2.13,-66.7,0.226,0.131,0.853,4.99,128.2,17.51,15.82,Baixa
AST-0980,12,regolitho,-25.5345,54.65359,660.46,50.65,9.45,1.259,-14.81,0.66,0.291,0.669,4.49,100.1,21.26,31.32,Media
AST-0981,25,poeira_fina,-26.81369,-148.55767,1083.17,84.04,7.01,2.274,-49.42,0.403,0.137,0.92,4.42,208.8,0.0,31.68,Media
AST-0982,24,metalico,-27.7674,-21.2333,465.52,73.44,6.4,0.7,-144.32,0.241,0.371,0.521,4.8,25.0,15.34,55.77,Alta
AST-0983,29,gelo_suspeito,9.6453,29.24893,594.7,43.59,1.0,0.981,9.79,0.838,0.298,0.974,5.38,117.3,6.69,85.58,Alta
AST-0984,28,basalto,-10.40124,-95.67876,471.87,65.26,6.12,0.619,-52.87,0.373,0.124,0.61,5.55,208.2,31.46,28.51,Media
AST-0985,24,regolitho,-19.83566,-46.05177,793.15,19.27,4.09,1.047,-48.39,0.088,0.071,0.658,6.56,127.8,20.68,8.95,Baixa
AST-0986,8,poeira_fina,13.43196,-154.13945,757.12,51.67,7.53,3.091,-27.57,0.114,0.593,0.823,4.64,204.0,22.91,5.59,Baixa
AST-0987,24,cratera,13.07947,-100.75281,1949.81,79.3,8.23,4.7,-44.97,0.188,0.218,0.858,6.76,265.9,19.89,9.45,Baixa
AST-0988,23,regolitho,2.74178,-11.96895,1098.96,59.75,8.82,1.743,-37.09,0.08,0.362,0.759,5.78,149.4,13.67,17.5,Baixa
AST-0989,9,cratera,30.44705,176.55918,263.32,64.12,9.76,1.868,-69.86,0.295,0.514,0.888,4.22,209.3,12.22,40.15,Media
AST-0990,21,metalico,-8.021,178.65542,282.29,12.0,6.64,1.419,-92.43,0.259,0.778,0.702,1.97,278.1,6.8,41.88,Media
AST-0991,8,basalto,23.51041,172.66381,1207.65,54.94,12.38,1.941,-50.15,0.204,0.114,0.746,4.42,167.1,5.4,2.55,Baixa
AST-0992,16,metalico,-29.74024,-27.6889,751.41,68.09,7.55,0.776,-17.91,0.322,0.807,0.757,6.48,142.4,15.32,59.79,Alta
AST-0993,24,metalico,16.78818,-150.95506,2401.12,70.38,5.33,1.212,-76.14,0.54,1.0,0.731,3.21,194.6,21.92,50.67,Alta
AST-0994,6,regolitho,34.19132,-63.51356,2396.83,79.32,6.98,2.991,-78.38,0.464,0.585,0.577,4.42,210.1,8.5,28.59,Media
AST-0995,11,poeira_fina,24.26188,-94.42282,365.63,58.22,5.94,0.98,-23.81,0.393,0.153,0.787,4.53,142.9,5.94,39.81,Media
AST-0996,24,cratera,5.57653,-174.91443,914.44,59.02,8.46,1.697,-70.8,0.696,0.39,0.777,5.62,118.4,6.8,60.38,Alta
AST-0997,14,gelo_suspeito,8.87362,-145.7159,285.36,38.02,4.62,1.578,-69.5,0.946,0.59,0.909,3.76,239.5,12.71,78.2,Alta
AST-0998,29,regolitho,-10.26973,-16.8509,1194.3,58.32,6.7,1.781,-68.45,0.501,0.496,0.649,3.08,130.1,19.6,26.84,Baixa
AST-0999,1,poeira_fina,12.56397,-57.72151,2127.3,39.29,7.67,1.184,-59.82,0.313,0.271,0.72,5.1,210.7,19.96,0.0,Baixa
AST-1000,22,cratera,18.92768,-115.07266,829.11,28.74,6.11,2.639,-102.06,0.751,0.36,0.922,3.26,159.5,22.77,36.21,Media
AST-1001,25,regolitho,34.87599,77.79599,549.22,42.47,8.68,2.062,-73.1,0.293,0.553,0.822,1.73,245.5,13.91,17.66,Baixa
AST-1002,28,basalto,-0.5276,-51.43839,978.82,89.16,8.61,3.791,-51.55,0.337,0.556,0.85,6.88,98.3,11.63,41.21,Media
AST-1003,5,regolitho,-30.70872,126.67243,1358.32,57.13,10.04,1.482,-51.75,0.038,0.469,0.84,5.6,98.2,19.98,13.78,Baixa
AST-1004,30,regolitho,6.71006,-93.24822,1364.25,65.96,6.75,1.539,-25.58,0.393,0.198,0.84,6.94,192.0,3.23,28.04,Media
AST-1005,12,gelo_suspeito,-26.66831,13.82166,553.8,52.76,9.54,3.119,-6.5,0.494,0.535,0.99,5.52,82.8,7.91,63.27,Alta
AST-1006,11,cratera,-17.86645,-113.70988,456.53,29.77,3.83,2.252,-15.65,0.634,0.123,0.8,5.25,151.4,30.06,41.27,Media
AST-1007,11,poeira_fina,-11.98541,-1.69178,881.2,78.85,4.07,0.864,-32.39,0.305,0.068,0.679,4.82,230.2,3.48,29.41,Media
AST-1008,20,cratera,16.17209,-125.11206,581.71,22.9,4.25,2.204,-62.16,0.128,0.258,0.86,4.04,46.8,11.77,28.62,Media
AST-1009,20,gelo_suspeito,-22.13343,-121.8317,1625.48,52.01,7.68,2.545,-75.45,0.686,0.134,0.728,5.02,167.1,15.42,32.34,Media
AST-1010,15,basalto,-23.39729,40.40042,576.55,61.02,9.56,1.845,-57.5,0.668,0.464,0.778,3.53,211.6,11.58,43.35,Alta
AST-1011,3,gelo_suspeito,-31.8525,-85.03702,787.79,66.15,5.74,1.501,-41.6,0.793,0.443,0.831,2.8,143.6,19.05,67.6,Alta
AST-1012,30,basalto,26.1268,-117.9478,962.42,48.92,6.14,0.817,-34.99,0.845,0.414,0.7,3.83,94.0,21.68,51.79,Alta
AST-1013,7,basalto,13.54538,154.71657,222.55,28.92,6.18,1.528,-40.55,0.831,0.125,0.734,6.11,130.6,14.36,54.7,Alta
AST-1014,3,poeira_fina,-32.20375,-164.51883,486.9,47.58,8.11,2.732,-61.39,0.254,0.27,0.842,2.57,98.9,20.73,8.15,Baixa
AST-1015,18,cratera,-33.01954,23.45332,2335.0,48.52,7.12,1.839,-35.97,0.434,0.208,0.73,2.6,148.8,5.6,12.54,Baixa
AST-1016,13,regolitho,4.1072,17.37498,1321.23,48.08,6.27,1.405,-22.7,0.099,0.24,0.897,5.13,129.8,9.9,13.57,Baixa
AST-1017,19,gelo_suspeito,-15.22259,-89.78081,570.83,79.46,3.95,1.317,-33.36,0.303,0.16,0.682,3.72,116.8,27.84,39.98,Media
AST-1018,27,metalico,6.77084,-17.00217,1197.53,40.16,6.1,1.146,-58.9,0.387,0.47,0.681,4.98,170.6,24.6,31.92,Media
AST-1019,3,regolitho,-4.57771,-148.4144,1608.38,67.42,10.24,1.753,-81.35,0.241,0.612,0.99,5.69,231.9,2.06,27.14,Baixa
AST-1020,9,cratera,29.63188,79.65725,638.24,64.85,7.16,3.022,-82.01,0.127,0.392,0.622,4.95,163.0,15.32,22.72,Baixa
AST-1021,16,poeira_fina,-14.85337,-100.18903,1280.46,79.29,5.79,1.906,-77.07,0.187,0.396,0.787,3.41,218.9,11.95,26.66,Baixa
AST-1022,24,gelo_suspeito,12.54018,-110.38127,1164.21,59.6,10.05,1.01,-50.8,0.511,0.22,0.99,6.1,231.8,13.92,40.33,Media
AST-1023,19,poeira_fina,-31.2162,-66.64375,289.45,76.24,5.42,0.748,-43.45,0.338,0.445,0.787,5.34,112.7,19.92,46.7,Alta
AST-1024,12,basalto,31.91024,144.85317,640.81,58.9,10.08,1.765,-97.61,0.357,0.702,0.938,4.34,160.1,23.87,43.79,Alta
AST-1025,19,gelo_suspeito,33.65302,106.72799,1982.42,69.82,11.0,1.249,-72.11,0.573,0.114,0.862,4.27,121.6,11.26,31.72,Media
AST-1026,30,cratera,16.73522,160.88122,2293.37,34.95,8.26,4.11,-51.19,0.49,0.405,0.789,4.82,63.5,23.18,13.9,Baixa
AST-1027,15,poeira_fina,-2.43513,54.70644,1328.31,14.51,4.15,3.662,-83.19,0.578,0.573,0.776,3.86,164.6,15.54,28.68,Media
AST-1028,27,cratera,-19.60046,58.65174,474.3,68.8,11.88,4.476,-45.85,0.298,0.267,0.557,2.02,87.1,15.78,14.85,Baixa
AST-1029,24,gelo_suspeito,21.87614,-7.18884,87.23,69.76,7.41,1.027,-66.61,0.496,0.518,0.755,5.35,171.6,0.0,73.29,Alta
AST-1030,10,cratera,16.54479,145.86708,425.64,70.56,6.09,3.033,-78.26,0.16,0.696,0.816,5.27,59.4,21.77,40.44,Media
AST-1031,8,basalto,-19.46322,3.91577,256.16,52.55,8.79,2.321,-56.51,0.125,0.469,0.815,1.08,154.4,15.24,23.43,Baixa
AST-1032,24,gelo_suspeito,-3.41493,-52.17837,2075.32,88.82,9.53,2.206,-47.02,0.417,0.673,0.99,5.01,58.6,13.73,50.98,Alta
AST-1033,7,basalto,-2.60407,50.535,149.26,53.72,9.49,1.337,-81.76,0.134,0.257,0.821,6.76,182.1,4.13,30.42,Media
AST-1034,11,poeira_fina,22.84874,16.61022,296.44,69.58,5.25,2.789,-64.79,0.103,0.314,0.859,2.72,123.4,24.71,18.43,Baixa
AST-1035,8,cratera,12.86913,-135.35287,868.77,72.7,7.82,2.345,-44.91,0.504,0.129,0.918,4.2,118.1,18.16,37.93,Media
AST-1036,19,gelo_suspeito,10.02173,-38.61885,747.68,92.94,4.43,1.661,-79.34,0.575,0.311,0.849,4.05,207.0,3.01,77.58,Alta
AST-1037,9,cratera,10.48792,-67.20285,1920.81,56.29,9.34,1.821,-104.42,0.304,0.181,0.781,6.62,127.3,5.54,15.56,Baixa
AST-1038,20,cratera,-16.06709,124.86016,1117.02,50.24,7.25,2.711,-101.02,0.159,0.509,0.781,5.87,151.1,18.94,24.39,Baixa
AST-1039,29,cratera,-8.98021,-43.61668,675.22,35.03,7.6,2.393,-69.71,0.112,0.215,0.751,3.07,134.1,19.95,2.31,Baixa
AST-1040,25,regolitho,-31.80364,115.75988,1644.61,89.94,7.35,1.933,-94.92,0.059,0.483,0.839,4.78,172.9,7.76,27.98,Media
AST-1041,29,regolitho,20.08588,-20.73975,558.74,69.59,6.35,1.743,-67.74,0.223,0.467,0.771,7.52,202.4,14.24,37.08,Media
AST-1042,1,gelo_suspeito,-4.69012,91.2602,2020.17,70.16,6.03,1.701,-11.38,0.663,0.101,0.859,3.43,191.0,15.67,38.69,Media
AST-1043,14,gelo_suspeito,-4.32332,-131.29851,380.72,100.0,8.51,1.536,-96.6,0.778,0.311,0.679,4.28,119.3,11.98,72.5,Alta
AST-1044,7,gelo_suspeito,-17.82506,152.87408,728.42,67.85,10.3,2.234,-65.91,0.631,0.142,0.806,5.02,211.5,6.09,49.29,Alta
AST-1045,28,regolitho,-20.34009,-6.99844,103.45,38.56,5.35,1.434,1.7,0.234,0.547,0.961,3.45,94.6,17.73,33.61,Media
AST-1046,22,cratera,6.14754,-86.47263,1373.28,58.47,8.7,1.155,-46.57,0.273,0.295,0.765,6.77,104.2,21.08,28.91,Media
AST-1047,10,regolitho,-18.72129,-93.06374,835.1,44.45,8.05,2.026,-68.3,0.455,0.258,0.99,3.64,138.0,14.97,28.38,Media
AST-1048,17,metalico,-30.50538,-84.57218,2023.59,54.87,7.96,1.09,-62.39,0.45,1.0,0.808,2.36,202.6,5.16,55.91,Alta
AST-1049,19,poeira_fina,18.72552,-47.9793,623.92,54.75,3.59,0.864,-45.98,0.736,0.267,0.784,3.57,80.6,1.68,50.97,Alta
AST-1050,15,regolitho,-8.64714,78.30703,219.52,51.43,3.79,0.99,-10.52,0.259,0.409,0.803,5.21,194.0,11.54,36.76,Media
AST-1051,15,gelo_suspeito,-8.38351,161.8571,1023.16,36.92,5.51,1.782,-72.86,0.432,0.488,0.756,3.18,142.0,17.51,43.37,Alta
AST-1052,2,regolitho,-4.80772,60.85347,498.06,90.67,2.15,1.502,-79.21,0.3,0.254,0.572,4.72,121.1,18.28,42.11,Media
AST-1053,14,cratera,22.05314,16.97986,1247.27,67.38,10.49,1.695,-96.61,0.365,0.557,0.887,5.09,205.4,17.16,35.82,Media
AST-1054,11,regolitho,-12.54142,-18.50479,387.31,57.94,7.59,1.32,-55.11,0.697,0.434,0.99,2.61,100.9,7.85,50.08,Alta
AST-1055,25,cratera,18.06253,118.15001,1798.62,75.64,7.72,3.461,-97.36,0.222,0.504,0.843,3.51,270.7,10.15,24.0,Baixa
AST-1056,26,gelo_suspeito,30.76814,125.87659,787.4,70.48,2.24,1.28,-70.99,1.0,0.376,0.85,4.79,135.3,10.88,84.04,Alta
AST-1057,23,poeira_fina,11.26077,-74.50644,677.12,66.96,2.97,1.456,-83.44,0.237,0.121,0.77,5.28,153.2,10.95,24.91,Baixa
AST-1058,1,regolitho,-4.78232,163.23129,1722.79,74.33,7.73,2.508,-27.92,0.381,0.469,0.917,3.55,229.9,18.75,22.73,Baixa
AST-1059,26,basalto,17.34528,-37.75847,1386.53,64.41,11.83,2.243,-72.24,0.458,0.361,0.786,4.51,154.7,7.64,20.93,Baixa
AST-1060,12,gelo_suspeito,-2.94718,108.0281,431.62,74.06,5.27,2.484,-46.89,0.683,0.338,0.819,3.9,210.4,8.22,63.36,Alta
AST-1061,13,poeira_fina,-5.99009,168.05516,1360.57,75.56,9.37,0.45,-102.91,0.049,0.092,0.618,5.32,37.6,25.38,5.86,Baixa
AST-1062,29,basalto,1.76982,73.31692,1182.43,64.93,6.29,3.422,-54.32,0.118,0.346,0.732,5.03,120.7,21.86,20.93,Baixa
AST-1063,27,regolitho,-12.75944,-121.84174,705.0,58.03,7.13,2.088,-91.69,0.056,0.297,0.83,3.78,166.8,4.82,26.83,Baixa
AST-1064,2,basalto,-27.70248,31.0093,1289.85,89.55,10.09,4.748,-69.92,0.102,0.216,0.89,4.97,204.5,21.28,8.05,Baixa
AST-1065,11,cratera,-5.96036,-137.24024,1793.53,53.4,7.02,2.146,3.91,0.089,0.291,0.893,3.72,187.3,7.65,14.58,Baixa
AST-1066,23,poeira_fina,-26.33002,104.09113,720.03,69.04,5.5,0.709,-31.9,0.385,0.465,0.616,4.94,182.2,7.96,39.22,Media
AST-1067,17,cratera,-6.2691,-78.72654,721.8,69.45,10.14,2.561,-61.6,0.545,0.487,0.627,4.96,203.4,12.1,39.56,Media
